-10.77,-4.87,4.46
-11.01,-5.25,2.56
-9.23,-4.63,1.03
-10.19,-4.34,2.86
-8.82,-4.28,1.23
-9.47,-3.82,1.48
-10.32,-3.30,0.91
-10.50,-4.85,3.03
-9.18,-4.17,1.54
-7.08,-3.44,-0.75
-4.70,-6.76,2.61
-5.57,-6.41,1.88
-3.16,-6.62,0.23
-3.23,-7.24,0.34
-2.29,-8.31,1.09
-2.03,-8.23,1.15
-2.14,-8.40,1.92
-1.51,-8.05,1.59
-0.16,-8.34,1.31
-0.11,-9.31,2.91
1.49,-7.74,0.68
2.69,-7.92,0.37
3.60,-8.20,1.15
4.91,-8.41,1.37
5.60,-8.39,1.40
6.21,-7.52,0.51
5.96,-7.64,1.13
6.02,-7.99,2.94
6.22,-7.54,1.98
6.56,-7.20,0.84
7.23,-7.78,2.58
7.12,-7.87,2.17
7.23,-7.60,2.11
7.23,-7.62,2.01
6.77,-8.16,3.03
7.33,-8.16,2.26
6.69,-7.29,1.12
7.43,-8.37,1.94
7.49,-8.73,2.08
5.31,-8.05,1.54
4.62,-7.74,0.13
3.24,-8.08,0.92
1.98,-9.05,2.51
2.20,-8.51,0.80
1.25,-8.09,-0.17
-0.02,-8.52,1.12
-0.45,-8.06,0.01
-1.35,-8.61,0.83
-2.33,-8.12,0.21
-2.07,-8.19,0.16
-3.54,-7.60,0.48
-4.18,-7.12,0.20
-4.28,-7.01,-0.05
-5.32,-6.29,-0.31
-6.76,-5.84,0.87
-6.40,-5.84,0.73
-7.30,-5.29,-0.54
-9.63,-4.66,0.12
-10.64,-4.98,2.02
-8.93,-5.07,1.00
-9.11,-5.36,0.77
-10.07,-5.15,0.91
-9.66,-5.52,1.57
-9.09,-5.10,0.89
-8.82,-5.17,1.03
-8.86,-5.29,1.51
-8.56,-5.06,0.69
-8.73,-5.26,1.00
-8.20,-5.30,1.02
-7.78,-5.34,0.67
-7.73,-5.97,1.11
-7.42,-6.10,1.14
-7.55,-6.17,0.94
-6.71,-6.47,0.62
-6.00,-6.31,0.32
-6.19,-7.55,2.02
-5.63,-6.78,0.76
-5.01,-7.11,0.45
-4.74,-7.33,0.20
-4.85,-8.10,2.06
-3.49,-7.05,0.71
-1.99,-7.68,0.44
-1.45,-7.30,0.94
-0.55,-8.38,1.76
0.46,-7.49,1.08
1.91,-7.95,1.47
2.75,-8.65,2.63
2.85,-8.66,3.51
3.32,-7.67,1.96
4.51,-7.52,1.92
5.30,-8.13,3.10
6.73,-7.26,2.17
7.93,-7.25,2.71
7.24,-7.35,3.10
7.26,-7.38,2.77
7.27,-7.32,2.44
7.10,-7.34,2.77
7.44,-7.61,2.73
6.88,-7.53,2.57
6.56,-7.41,2.38
6.16,-7.57,2.55
6.73,-7.66,2.49
6.72,-7.61,2.66
6.10,-7.40,2.47
6.68,-7.35,2.22
7.58,-7.63,2.50
6.89,-7.66,2.63
6.40,-7.82,2.63
6.40,-7.70,1.56
3.83,-7.37,1.47
1.61,-8.15,2.52
0.57,-7.60,0.94
-0.04,-7.78,0.34
-0.22,-8.71,1.38
-1.35,-8.40,1.57
-2.63,-8.21,0.95
-2.53,-8.56,1.17
-2.66,-8.35,1.20
-1.95,-7.96,0.94
-2.03,-7.58,0.17
-3.80,-6.76,0.43
-3.87,-7.92,2.46
-5.37,-5.57,0.10
-7.50,-5.62,0.05
-8.72,-5.99,1.45
-9.31,-6.14,2.66
-8.46,-5.53,0.69
-8.21,-6.18,1.52
-7.04,-6.21,1.69
-7.11,-6.32,1.30
-8.75,-5.81,1.24
-8.74,-6.58,2.66
-8.89,-5.79,1.57
-8.76,-5.43,1.01
-8.74,-5.41,0.72
-8.09,-5.73,1.22
-7.88,-6.39,2.05
-7.68,-5.48,0.54
-7.63,-5.92,0.82
-7.53,-6.24,0.88
-7.87,-6.27,1.48
-6.14,-7.23,2.05
-5.67,-6.17,0.19
-5.09,-7.55,1.49
-3.57,-8.52,2.59
-3.29,-6.73,0.85
-0.51,-7.36,0.42
-0.18,-7.84,1.18
1.74,-7.59,0.26
2.44,-7.40,0.98
3.67,-8.10,2.15
4.81,-8.00,2.55
6.29,-7.87,1.13
5.20,-8.30,2.27
5.00,-8.43,2.34
4.33,-7.87,1.78
5.33,-7.97,2.26
6.62,-8.64,2.67
6.37,-8.52,2.51
6.11,-8.31,2.29
6.21,-8.57,2.88
6.48,-8.09,2.08
6.46,-8.65,2.94
6.11,-8.25,2.24
5.37,-8.22,2.63
5.22,-7.99,2.04
5.97,-8.28,2.61
5.20,-7.69,1.55
3.80,-7.45,1.17
3.53,-8.38,2.43
3.96,-8.68,2.08
3.32,-8.67,1.93
2.18,-8.53,1.72
3.13,-8.92,1.78
1.92,-8.62,1.03
0.12,-8.70,1.45
-0.12,-8.23,0.48
-0.58,-8.65,0.64
-1.59,-8.72,1.16
-2.09,-8.26,0.81
-2.29,-8.09,0.05
-1.84,-8.34,0.21
-2.54,-8.22,0.39
-3.49,-8.33,1.15
-3.36,-7.54,0.28
-4.13,-7.76,0.41
-5.54,-7.86,1.17
-5.38,-7.27,0.34
-4.31,-7.16,0.85
-5.01,-7.52,1.92
-8.09,-5.69,0.17
-9.89,-5.66,1.25
-10.37,-5.09,1.56
-9.37,-5.35,1.28
-9.62,-5.29,1.13
-9.45,-5.19,1.02
-9.92,-5.43,1.54
-8.76,-5.73,1.47
-7.87,-6.03,1.33
-7.18,-6.27,1.51
-6.68,-6.68,2.14
-6.24,-7.55,2.14
-5.11,-7.04,1.49
-3.73,-7.45,1.28
-3.82,-7.59,1.56
-2.48,-8.01,2.42
-1.25,-7.77,1.06
-0.16,-7.74,0.30
-0.16,-7.96,1.49
0.93,-8.74,2.67
0.97,-8.69,2.25
2.44,-8.44,1.49
3.17,-8.39,1.69
3.34,-8.15,1.74
3.15,-8.84,2.68
3.72,-7.96,1.68
3.29,-8.26,1.87
2.77,-8.33,2.68
3.83,-8.03,1.90
4.69,-7.85,2.15
5.64,-8.36,3.57
6.69,-8.34,3.61
7.07,-8.10,3.64
6.81,-7.74,2.90
5.88,-8.32,3.64
5.42,-8.06,3.08
5.48,-7.61,2.17
6.18,-7.65,1.79
5.95,-8.37,3.21
6.20,-8.77,3.84
5.63,-7.70,1.53
4.53,-7.28,0.39
4.00,-7.74,0.52
0.54,-8.22,3.83
1.74,-8.45,1.60
1.86,-8.15,0.23
-1.47,-8.67,3.24
-2.68,-8.10,2.18
-2.96,-8.26,1.51
-3.18,-8.33,1.37
-3.68,-8.36,1.31
-4.09,-8.04,1.52
-3.68,-8.33,1.40
-3.53,-7.61,0.59
-4.36,-7.29,0.26
-5.63,-7.88,2.03
-5.21,-7.10,0.72
-5.64,-6.65,0.09
-6.10,-6.61,0.48
-8.13,-6.64,1.83
-8.81,-6.23,0.77
-8.59,-6.69,1.49
-7.71,-6.35,0.78
-7.84,-6.37,0.85
-7.67,-6.82,1.39
-6.75,-6.68,1.64
-5.40,-7.11,1.23
-6.84,-6.73,0.87
-7.81,-6.34,1.08
-8.73,-6.20,0.76
-8.64,-6.64,1.00
-7.59,-6.85,1.28
-7.38,-6.30,0.44
-6.28,-7.09,1.15
-5.30,-7.28,1.00
-5.13,-7.41,1.00
-4.80,-7.15,1.02
-4.55,-6.79,0.51
-2.35,-8.21,1.45
-1.44,-8.07,1.38
-0.25,-8.11,1.87
0.69,-7.59,1.11
1.72,-7.83,1.69
1.82,-8.65,3.71
2.56,-7.90,2.29
3.41,-8.00,2.49
2.76,-8.99,4.60
2.58,-8.64,3.34
3.24,-8.39,3.24
3.15,-8.67,3.60
5.05,-8.68,3.52
5.14,-9.18,4.62
5.23,-8.22,3.08
4.89,-8.32,3.06
4.03,-8.46,3.54
4.14,-8.69,3.78
4.81,-8.53,3.34
4.62,-8.48,3.22
4.68,-9.00,4.05
5.39,-8.41,2.82
4.83,-8.47,2.66
3.78,-8.52,3.19
2.61,-7.85,2.14
2.35,-8.52,2.42
0.96,-8.09,1.85
-0.17,-8.57,1.63
-1.23,-8.55,1.77
-1.44,-7.60,-0.18
-2.27,-7.81,-0.23
-2.21,-8.32,0.16
-3.68,-8.07,0.75
-2.19,-7.95,0.12
-1.55,-7.65,-0.77
-3.71,-6.94,-0.42
-6.07,-7.06,0.97
-5.26,-6.08,-0.33
-7.30,-6.08,-0.06
-8.76,-6.20,0.83
-10.69,-6.08,2.34
-8.49,-6.11,0.82
-9.56,-6.56,1.37
-9.36,-6.48,1.34
-9.39,-6.18,1.19
-9.57,-5.66,0.56
-8.32,-5.61,0.59
-8.07,-5.67,0.69
-7.79,-5.80,0.37
-6.51,-6.61,0.76
-5.47,-7.34,1.72
-6.11,-6.58,0.04
-5.79,-7.29,0.61
-5.14,-7.54,0.46
-5.77,-7.55,1.16
-4.16,-7.13,-0.33
-3.86,-7.75,0.51
-3.96,-7.53,-0.05
-3.96,-8.03,1.00
-2.45,-9.62,1.04
-1.39,-8.22,0.33
-0.61,-8.50,0.87
0.07,-8.84,1.11
1.30,-8.59,1.21
3.13,-7.71,0.12
4.92,-8.49,1.89
5.71,-8.04,1.13
5.16,-8.43,1.69
5.01,-8.64,2.06
4.59,-8.27,1.36
2.11,-9.16,3.53
4.18,-9.49,2.97
4.01,-8.83,2.33
4.44,-9.20,2.65
4.56,-9.32,2.95
4.59,-9.21,2.36
4.08,-8.64,2.22
3.94,-9.18,2.61
4.28,-9.63,3.08
4.47,-9.14,2.63
4.17,-8.66,1.90
3.13,-8.32,1.17
2.12,-9.08,2.53
1.48,-8.60,1.65
0.46,-8.27,1.07
-1.04,-7.96,0.72
-1.75,-8.21,1.00
-2.40,-8.34,1.69
-2.33,-8.27,0.64
-2.47,-8.09,0.17
-2.73,-8.45,0.83
-3.73,-8.25,0.93
-3.93,-8.01,0.49
-4.21,-8.34,1.00
-5.15,-7.88,0.73
-3.76,-8.18,0.61
-4.96,-7.69,0.23
-6.01,-7.06,0.09
-5.31,-6.96,0.18
-8.13,-6.84,1.72
-8.17,-6.27,0.28
-7.97,-6.02,-0.06
-7.92,-5.44,-0.12
-8.55,-5.71,0.70
-7.14,-6.09,1.13
-7.21,-6.09,0.57
-9.00,-5.73,0.95
-9.80,-5.35,1.09
-10.46,-5.12,0.66
-9.50,-5.26,-0.27
-9.27,-4.89,-0.16
-8.81,-5.49,0.77
-6.81,-6.11,0.58
-6.28,-6.72,1.33
-5.98,-6.56,0.78
-4.83,-7.19,0.39
-5.49,-7.09,1.28
-4.49,-7.46,1.06
-3.47,-6.76,-0.12
-3.09,-7.62,1.45
-1.63,-7.82,0.96
-0.61,-8.12,1.75
0.99,-7.92,1.95
1.40,-8.37,2.66
2.30,-8.52,2.94
3.86,-8.49,2.79
4.07,-8.34,2.51
3.22,-8.42,3.30
3.64,-8.70,3.04
3.21,-8.91,3.52
3.10,-8.73,3.42
4.03,-8.65,3.02
4.19,-8.60,3.14
4.16,-9.00,3.63
4.16,-9.10,4.04
4.99,-8.72,3.35
4.74,-8.75,3.49
3.56,-8.89,3.74
3.11,-8.43,2.88
2.30,-8.29,2.50
3.03,-8.83,2.75
2.73,-9.44,4.00
-0.11,-7.48,1.81
-0.41,-8.15,1.86
0.41,-8.55,2.57
-0.09,-8.04,2.11
-2.39,-7.67,1.68
-3.94,-7.35,1.29
-3.99,-7.48,1.86
-5.23,-6.85,0.85
-5.57,-6.46,-0.29
-7.04,-6.30,0.25
-8.98,-5.33,0.35
-8.05,-5.56,-0.05
-7.58,-5.17,-0.66
-7.11,-5.63,-0.04
-7.78,-5.15,-0.13
-7.76,-5.59,0.38
-7.39,-5.88,1.13
-8.22,-5.94,1.10
-9.33,-5.06,0.56
-9.46,-5.39,0.68
-8.49,-5.12,0.79
-8.31,-5.57,0.81
-8.88,-4.98,0.43
-9.49,-4.83,0.46
-10.52,-4.95,0.83
