8.09,-1.08,-7.20
8.06,-1.02,-7.29
8.15,-1.09,-7.26
8.10,-1.08,-7.25
8.09,-1.04,-7.21
8.10,-1.12,-7.31
8.12,-1.09,-7.37
8.10,-1.09,-7.26
8.10,-1.07,-7.21
8.13,-1.10,-7.31
8.07,-1.07,-7.34
8.16,-1.09,-7.26
8.13,-1.10,-7.22
8.05,-1.07,-7.23
8.03,-1.06,-7.30
8.13,-1.06,-7.25
8.06,-1.10,-7.21
8.06,-1.04,-7.23
8.09,-1.04,-7.26
8.09,-1.06,-7.27
8.06,-1.04,-7.27
8.12,-1.10,-7.24
8.10,-1.11,-7.21
8.10,-1.09,-7.28
8.10,-1.07,-7.33
8.08,-1.09,-7.28
8.11,-1.10,-7.29
8.13,-1.07,-7.22
8.04,-1.06,-7.28
8.06,-1.06,-7.29
8.04,-1.07,-7.22
8.11,-1.10,-7.24
8.09,-1.08,-7.22
8.11,-1.05,-7.20
8.09,-1.07,-7.23
8.08,-1.04,-7.24
8.13,-1.12,-7.31
8.09,-1.07,-7.22
8.03,-1.12,-7.22
8.08,-1.08,-7.33
8.04,-1.07,-7.22
8.11,-1.06,-7.24
8.16,-1.09,-7.37
8.05,-1.15,-7.21
8.15,-1.03,-7.27
8.07,-1.07,-7.28
8.09,-1.01,-7.30
8.03,-1.09,-7.18
8.11,-1.11,-7.18
8.09,-1.10,-7.16
8.14,-1.06,-7.21
8.09,-1.10,-7.27
8.03,-1.10,-7.21
8.08,-1.03,-7.33
8.10,-1.05,-7.26
8.12,-1.04,-7.28
8.00,-1.08,-7.30
8.10,-1.09,-7.21
8.12,-1.06,-7.21
8.16,-1.02,-7.28
8.17,-1.06,-7.32
8.06,-1.09,-7.30
8.09,-1.06,-7.20
8.08,-1.07,-7.24
8.12,-1.07,-7.23
8.10,-1.07,-7.27
8.13,-1.09,-7.24
8.04,-1.13,-7.32
8.10,-1.11,-7.24
8.09,-1.11,-7.23
8.11,-1.06,-7.30
8.09,-1.03,-7.30
8.07,-1.08,-7.36
8.10,-1.06,-7.24
8.07,-1.05,-7.25
8.11,-1.06,-7.25
8.12,-1.10,-7.39
8.10,-1.09,-7.25
8.11,-1.07,-7.30
8.07,-1.07,-7.27
8.11,-1.07,-7.29
8.05,-1.06,-7.24
8.10,-1.06,-7.21
8.07,-1.05,-7.29
8.12,-1.09,-7.29
8.11,-1.07,-7.22
8.09,-1.05,-7.32
8.09,-1.11,-7.28
8.09,-1.13,-7.26
8.08,-1.00,-7.21
8.11,-1.11,-7.26
8.10,-1.06,-7.24
8.13,-1.02,-7.31
8.05,-1.10,-7.23
8.07,-1.10,-7.32
8.11,-1.06,-7.40
