-0.74,-0.04,7.56
-2.35,3.95,6.04
-3.21,5.63,5.43
-2.81,5.08,5.31
-2.25,3.91,5.79
-0.98,1.46,8.32
1.23,-4.31,11.25
2.48,-4.94,12.16
2.38,-4.27,11.35
1.40,-3.14,10.27
0.70,-2.01,8.76
-0.66,0.86,6.97
-2.47,3.90,5.86
-3.21,5.25,5.80
-3.03,5.34,5.86
-2.14,3.67,5.90
-0.86,0.96,7.89
1.52,-4.66,11.00
2.51,-5.00,12.30
1.81,-3.39,11.28
1.06,-2.51,9.90
0.09,-0.73,8.49
-1.39,1.64,6.76
-2.64,5.12,5.71
-2.92,5.58,5.44
-2.62,4.87,5.70
-1.16,2.03,7.16
0.87,-3.68,9.71
1.70,-4.52,11.82
1.60,-4.00,11.62
1.44,-3.92,10.90
0.47,-1.80,9.22
-0.88,1.08,7.51
-2.07,3.56,5.85
-2.92,5.15,5.11
-2.80,5.00,5.26
-2.02,3.07,6.00
0.10,-1.81,9.01
1.10,-3.51,11.58
1.33,-3.54,11.64
1.92,-4.08,11.77
0.71,-1.95,10.07
-0.77,0.80,7.63
-2.38,3.39,5.85
-3.15,4.98,4.62
-3.19,5.35,4.87
-2.87,4.28,5.54
-0.69,-0.08,8.20
1.49,-4.46,11.43
2.04,-4.64,12.35
1.75,-3.54,11.63
1.19,-2.81,9.65
-0.35,-0.49,7.94
-1.72,2.10,7.04
-3.06,4.28,5.82
-3.33,5.26,4.87
-2.91,4.37,5.49
-1.51,1.44,6.83
0.12,-1.92,9.69
1.35,-4.05,12.06
2.00,-3.85,11.68
1.48,-3.24,10.34
0.52,-1.81,8.60
-0.75,0.36,7.34
-1.86,2.52,6.77
-2.63,3.92,6.19
-3.32,5.05,5.89
-2.83,4.70,6.59
-1.55,1.59,7.46
0.40,-1.80,9.48
1.70,-3.44,10.93
1.45,-3.38,11.31
0.68,-2.28,10.48
-0.17,-0.41,8.74
-1.13,1.46,7.37
-2.15,3.31,6.27
-3.03,4.93,5.55
-3.10,5.02,5.96
-2.45,4.10,6.70
-1.00,1.19,8.44
1.08,-3.03,10.64
2.43,-4.48,11.59
2.37,-4.48,11.10
1.57,-3.41,9.58
0.28,-1.51,8.02
-0.54,0.72,6.89
-1.97,3.37,5.69
-3.00,5.49,6.33
-3.28,6.00,6.36
-2.75,5.27,6.45
-1.59,2.83,7.20
0.56,-1.22,9.44
2.29,-4.72,11.41
2.73,-4.65,11.27
2.09,-3.90,10.27
1.41,-3.17,8.72
-0.29,-0.24,7.88
-1.73,2.09,7.28
-2.96,4.80,6.67
-2.93,5.72,6.05
-2.75,5.48,5.96
-1.96,3.50,6.64
-0.04,-0.52,8.31
2.34,-4.75,11.15
2.86,-5.91,12.51
2.20,-4.34,11.17
1.48,-3.10,9.65
0.11,-0.98,7.95
